y"No.","キーワード検索","地域","件数","会社名","郵便番号","住所","電子メール","URL","コメント","電話番号 1","FAX番号 1","電話番号 2","FAX番号 2","電話番号 3","FAX番号 3","電話番号 4","FAX番号 4","電話番号 5","FAX番号 5","電話番号 6","FAX番号 6","電話番号 7","FAX番号 7","電話番号 8","FAX番号 8","電話番号 9","FAX番号 9","電話番号 10","FAX番号 10","電話番号 11","FAX番号 11","電話番号 12","FAX番号 12","電話番号 13","FAX番号 13","電話番号 14","FAX番号 14","電話番号 15","FAX番号 15","電話番号 16","FAX番号 16","電話番号 17","FAX番号 17","電話番号 18","FAX番号 18","電話番号 19","FAX番号 19","電話番号 20","FAX番号 20","LocName","fX","fY","iConf","iLvl"
,,,,蔵,902-0067,沖縄県那覇市安里２丁目４－１７－１０３,,,,098-861-5977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/安里/二丁目/４番","127.69492","26.21823","5","7"
,,,,味酔処わがまま中の町店,904-0031,沖縄県沖縄市上地１丁目１０－１５,,,,098-933-4885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/沖縄市/上地/一丁目/１０番","127.79871","26.33410","5","7"
,,,,彦本店,900-0006,沖縄県那覇市おもろまち４丁目１５－２３,,,,098-941-5057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/おもろまち/四丁目/１５番","127.69879","26.22643","5","7"
,,,,砦みどり町店,904-2215,沖縄県うるま市みどり町４丁目１９－１４,,,,098-974-1444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/うるま市/みどり町/四丁目/１９番","127.85607","26.37475","5","7"
,,,,うなぎ大和田,904-2151,沖縄県沖縄市松本３丁目８－２,,,,098-937-4048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/沖縄市/松本/三丁目/８番","127.81985","26.35870","5","7"
,,,,炙り屋,906-0013,沖縄県宮古島市平良字下里５５７－４Ｆ,,,,0980-73-1129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/宮古島市/平良/下里/５５７番地","125.28008","24.80382","5","7"
,,,,レトロ酒場ＡＪＩＭＡ,904-1106,沖縄県うるま市石川１丁目４１－９－１Ｆ,,,,098-965-0966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/うるま市/石川/一丁目/４１番","127.82645","26.43308","5","7"
,,,,秘密基地知花店,904-2151,沖縄県沖縄市松本５丁目２－１７,,,,098-937-0020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/沖縄市/松本/五丁目/２番","127.81262","26.35578","5","7"
,,,,トトチャンプル,904-0411,沖縄県国頭郡恩納村字恩納３４１,mail@f-a-p.jp,http://www.f-a-p.jp,,098-982-3360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/国頭郡/恩納村/恩納","127.85199","26.49898","5","5"
,,,,一銭町屋,901-1304,沖縄県島尻郡与那原町字東浜２３－３,,,,098-945-7110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/島尻郡/与那原町/東浜/２３番地","127.76427","26.20685","5","7"
,,,,きえん居酒屋,901-2133,沖縄県浦添市城間４丁目１８－１－１－１Ｆ,,,,098-879-1812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/浦添市/城間/四丁目/１８番","127.71391","26.25850","5","7"
,,,,和食樂,901-2301,沖縄県中頭郡北中城村字島袋１２５１,,,,098-989-3582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/中頭郡/北中城村/島袋/１２５１番地","127.80688","26.32028","5","7"
,,,,やんばる舟,900-0032,沖縄県那覇市松山１丁目３０－１－１Ｆ,,,,098-868-7755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/松山/一丁目/３０番","127.67616","26.21940","5","7"
,,,,多楽製麺,907-0012,沖縄県石垣市美崎町１１－５－１Ｆ,,,,0980-87-7132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/石垣市/美崎町/１１番地","124.15455","24.34003","5","7"
,,,,ばんちゃぬ家,907-0023,沖縄県石垣市字石垣１５７－１１,,,,0980-83-1313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/石垣市/石垣/１５７番地","124.15820","24.34711","5","7"
,,,,ステーキ＆シーフード黒島,900-0014,沖縄県那覇市松尾１丁目４－５,,,,098-863-9191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/松尾/一丁目/４番","127.68343","26.21448","5","7"
,,,,入船,900-0002,沖縄県那覇市曙２丁目２５－３９－１Ｆ,,,,098-868-2444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/曙/二丁目/２５番","127.68136","26.23947","5","7"
,,,,はりゆん,904-0316,沖縄県中頭郡読谷村字大木４６７－３,,,,098-989-5062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/中頭郡/読谷村/大木/４６７番地","127.74839","26.38264","5","7"
,,,,沖縄海鮮たらじさびら,901-0305,沖縄県糸満市西崎６丁目１８－５,,,,098-987-1265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/糸満市/西崎/六丁目/１８番","127.66867","26.14159","5","7"
,,,,はなしがい,901-0305,沖縄県糸満市西崎６丁目４－３－１Ｆ,,,,098-851-8742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/糸満市/西崎/六丁目/４番","127.67043","26.14268","5","7"
,,,,大戸屋登川店,904-2142,沖縄県沖縄市登川１丁目１－７,,,,098-923-2265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/沖縄市/登川/一丁目/１番","127.81799","26.36750","5","7"
,,,,志乃家,901-0241,沖縄県豊見城市字豊見城４１５－４－１Ｆ,,,,098-851-9501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/豊見城市/豊見城/４１５番地","127.67545","26.18192","5","7"
,,,,亜門,904-0304,沖縄県中頭郡読谷村字楚辺１０９１,,,,098-956-6691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/中頭郡/読谷村/楚辺","127.73017","26.38672","5","5"
,,,,レッドロブスター沖縄ライカム店,901-2305,沖縄県中頭郡北中城村字比嘉５Ｆ,,,,098-923-5507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/中頭郡/北中城村/比嘉","127.79520","26.31731","5","5"
,,,,いなせ（粋）くずし割烹,900-0025,沖縄県那覇市壺川１丁目１３－６－１Ｆ,,,,098-996-4949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/壺川/一丁目/１３番地","127.68228","26.20432","5","7"
,,,,節子鮮魚店,900-0014,沖縄県那覇市松尾２丁目８－４４－１Ｆ,,,,098-868-3919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/松尾/二丁目/８番","127.68765","26.21588","5","7"
,,,,ゆいまーる,900-0013,沖縄県那覇市牧志３丁目１２－８－２Ｆ,,,,098-917-2930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/牧志/三丁目/１２番","127.69081","26.21678","5","7"
,,,,ゆうへい家,900-0012,沖縄県那覇市泊２丁目６－８－１Ｆ,,,,098-988-0861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/泊/二丁目/６番地","127.68708","26.22346","5","7"
,,,,居酒屋満吉,901-2121,沖縄県浦添市内間２丁目９－１２－１０１,,,,098-876-7271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/浦添市/内間/二丁目/９番","127.70571","26.23684","5","7"
,,,,神庄,900-0021,沖縄県那覇市泉崎２丁目３－８－１Ｆ,,,,098-996-3704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/泉崎/二丁目/３番地","127.68063","26.21059","5","7"
,,,,重久,904-0031,沖縄県沖縄市上地１丁目９－２０－１０１,,,,098-933-6133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/沖縄市/上地/一丁目/９番","127.79839","26.33467","5","7"
,,,,居酒屋ひょうきん,900-0021,沖縄県那覇市泉崎１丁目１７－１７－１Ｆ,,,,098-860-8077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/泉崎/一丁目/１７番","127.67789","26.21129","5","7"
,,,,ぱやお／栄町店,902-0067,沖縄県那覇市字安里３７９－１１,,,,098-885-6446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/安里/３７９番地","127.69740","26.21726","5","7"
,,,,北の葵泉崎店,900-0021,沖縄県那覇市泉崎１丁目１４－７－１Ｆ,,,,098-862-7878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/泉崎/一丁目/１４番","127.67715","26.21232","5","7"
,,,,能登の海,901-0151,沖縄県那覇市鏡原町１０－１１,,,,098-852-1714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/鏡原町/１０番","127.67786","26.20117","5","7"
,,,,陣屋,900-0033,沖縄県那覇市久米１丁目７－２３－１Ｆ,,,,098-864-5908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/久米/一丁目/７番","127.67327","26.21745","5","7"
,,,,たこふじ久茂地店,900-0015,沖縄県那覇市久茂地１丁目７－１８,,,,098-861-1118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/久茂地/一丁目/７番","127.67784","26.21506","5","7"
,,,,えびす亭,903-0807,沖縄県那覇市首里久場川町２丁目１４９－１０１,,,,098-887-0048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/首里久場川町/二丁目/１４９番地","127.72797","26.22221","5","7"
,,,,ＰｒｉｖａｔｅＤｉｎｉｎｇ月,900-0013,沖縄県那覇市牧志１丁目１３－１９－１Ｆ,,,,098-867-2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/牧志/一丁目/１３番","127.68254","26.21736","5","7"
,,,,ぼんぼん,900-0014,沖縄県那覇市松尾２丁目８－３０,,,,098-863-4696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/松尾/二丁目/８番","127.68765","26.21588","5","7"
,,,,海産物えんがん,900-0001,沖縄県那覇市港町３丁目１－１７－１Ｆ,,,,098-869-7837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/港町/三丁目/１番","127.68059","26.24391","5","7"
,,,,居酒屋ヒロ,904-2215,沖縄県うるま市みどり町３丁目２１－１５,,,,098-973-6020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/うるま市/みどり町/三丁目/２１番","127.85712","26.37427","5","7"
,,,,一歩,901-2215,沖縄県宜野湾市真栄原１丁目２３－７,,,,098-897-7825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/宜野湾市/真栄原/一丁目/２３番","127.74229","26.25864","5","7"
,,,,居酒屋ひろた,901-2215,沖縄県宜野湾市真栄原２丁目１２－１,,,,098-890-1102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/宜野湾市/真栄原/二丁目/１２番","127.74171","26.26155","5","7"
,,,,海の幸,906-0013,沖縄県宮古島市平良字下里２０７－３,,,,0980-72-0767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/宮古島市/平良/下里/２０７番地","125.27385","24.80454","5","7"
,,,,中山,906-0012,沖縄県宮古島市平良字西里１－１０,,,,0980-73-1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/宮古島市/平良/西里/１番地","125.28082","24.80683","5","7"
,,,,レストランのむら／一階,906-0012,沖縄県宮古島市平良字西里３０９－１,,,,0980-72-2630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/宮古島市/平良/西里/３０９番地","125.28241","24.80377","5","7"
,,,,寿し正,906-0012,沖縄県宮古島市平良字西里２８４,,,,0980-72-0577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/宮古島市/平良/西里/２８４番地","125.28200","24.80327","5","7"
,,,,レストランのむら／二階,906-0012,沖縄県宮古島市平良字西里３０９－１,,,,0980-72-3343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/宮古島市/平良/西里/３０９番地","125.28241","24.80377","5","7"
,,,,はーりー,907-0023,沖縄県石垣市字石垣３４４－１９－２０,,,,0980-83-6791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/石垣市/石垣/３４４番地","124.15732","24.34734","5","7"
,,,,パヤオ,907-0014,沖縄県石垣市新栄町１０－５,,,,0980-83-3744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/石垣市/新栄町/１０番地","124.15343","24.34307","5","7"
,,,,只喜,907-0024,沖縄県石垣市字新川２４６８－１,,,,0980-82-7779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/石垣市/新川/２４６８番地","124.11437","24.37053","5","7"
,,,,とらや,901-2111,沖縄県浦添市経塚１丁目３－１２,,,,098-873-1075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/浦添市/経塚/一丁目/３番","127.72469","26.24129","5","7"
,,,,一麦食品,901-2103,沖縄県浦添市仲間２丁目１３－１,,,,098-877-9502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/浦添市/仲間/二丁目/１３番","127.72667","26.25021","5","7"
,,,,割烹ちばな,901-2133,沖縄県浦添市城間４丁目２７－６－１Ｆ,,,,098-878-0306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/浦添市/城間/四丁目/２７番","127.71764","26.25908","5","7"
,,,,いちばん館,905-0017,沖縄県名護市大中１丁目７－６,,,,0980-52-1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/名護市/大中/一丁目/７番","127.98319","26.59110","5","7"
,,,,クチーナ,905-0005,沖縄県名護市字為又４９３－１０,,,,0980-53-4049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/名護市/為又/４９３番地","127.97435","26.61198","5","7"
,,,,磯味・酒処するじな,905-0013,沖縄県名護市城１丁目３－２８－２Ｆ,,,,0980-53-3885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/名護市/城/一丁目/３番","127.98313","26.59001","5","7"
,,,,清藤,901-0304,沖縄県糸満市西川町９－７,,,,098-994-9739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/糸満市/西川町/９番","127.66738","26.13547","5","7"
,,,,サムズレストラン本社,904-2174,沖縄県沖縄市与儀１丁目２９－１,,,,098-933-0707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/沖縄市/与儀/一丁目/２９番","127.81262","26.30829","5","7"
,,,,株式会社グレートイースタン,904-2174,沖縄県沖縄市与儀１丁目２９－１,,http://www.sams-okinawa.jp/,,098-933-5882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/沖縄市/与儀/一丁目/２９番","127.81262","26.30829","5","7"
,,,,居酒屋かりゆし,904-0022,沖縄県沖縄市園田１丁目１－６,,,,098-932-8889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/沖縄市/園田/一丁目/１番","127.79817","26.33218","5","7"
,,,,レストラン＆民宿マリン,905-1318,沖縄県国頭郡大宜味村字津波２９０,,,,0980-44-2731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/国頭郡/大宜味村/津波","128.09358","26.65567","5","5"
,,,,十兵衛,905-0212,沖縄県国頭郡本部町字大浜８６２－４１,,,,0980-47-2141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/国頭郡/本部町/大浜/８６２番地","127.88255","26.65607","5","7"
,,,,十兵衛,905-0212,沖縄県国頭郡本部町字大浜８６２－４１,,,,0980-47-2539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/国頭郡/本部町/大浜/８６２番地","127.88255","26.65607","5","7"
,,,,海炭,904-1303,沖縄県国頭郡宜野座村字惣慶１７７２－６,,,,098-968-4244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/国頭郡/宜野座村/惣慶","127.97428","26.47508","5","5"
,,,,漢那ドライブイン,904-1304,沖縄県国頭郡宜野座村字漢那１６２４,,,,098-968-3974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/国頭郡/宜野座村/漢那","127.95907","26.47684","5","5"
,,,,居酒屋和が家,904-0314,沖縄県中頭郡読谷村字古堅５９５－１－１０２,,,,098-957-5500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/中頭郡/読谷村/古堅/５９５番地","127.74763","26.36794","5","7"
,,,,レストランソース,904-0105,沖縄県中頭郡北谷町字吉原１２０６,,,,098-936-0204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/中頭郡/北谷町/吉原/１２０６番地","127.76492","26.31120","5","7"
,,,,一品料理千代,903-0117,沖縄県中頭郡西原町字翁長１５７－４－Ｈ,,,,098-944-0865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/中頭郡/西原町/翁長/１５７番地","127.75303","26.23013","5","7"
,,,,居酒屋幸城,903-0104,沖縄県中頭郡西原町字兼久１３８,,,,098-945-8997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/中頭郡/西原町/兼久/１３８番地","127.76791","26.21762","5","7"
,,,,おしどり亭,901-1111,沖縄県島尻郡南風原町字兼城１９９,,,,098-889-1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/島尻郡/南風原町/兼城/１９９番地","127.72836","26.19650","5","7"
,,,,居酒屋海坊主,901-3107,沖縄県島尻郡久米島町字謝名堂５４８－３１－１Ｆ,,,,098-985-7887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/島尻郡/久米島町/謝名堂","126.80788","26.33986","5","5"
,,,,波路,901-3107,沖縄県島尻郡久米島町字謝名堂５４８－３２,,,,098-985-7046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/島尻郡/久米島町/謝名堂","126.80788","26.33986","5","5"
,,,,居酒屋村おこし,901-3902,沖縄県島尻郡北大東村字中野７１,,,,09802-3-4180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/島尻郡/北大東村/中野","131.29868","25.94619","5","5"
,,,,居酒屋おーさま家,904-1201,沖縄県国頭郡金武町字金武４０,,,,098-968-3272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/国頭郡/金武町/金武","127.91960","26.45364","5","5"
,,,,サムズアンカーイン国際通り店,900-0015,沖縄県那覇市久茂地３丁目３－１８,,,,098-862-9090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/久茂地/三丁目/３番","127.68218","26.21449","5","7"
,,,,居酒屋南島食楽園,901-3108,沖縄県島尻郡久米島町字比嘉１６０－８１,,,,098-985-8801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/島尻郡/久米島町/比嘉","126.80093","26.33853","5","5"
,,,,南島食楽園,901-3108,沖縄県島尻郡久米島町字比嘉１６０－８１,,,,098-985-8801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/島尻郡/久米島町/比嘉","126.80093","26.33853","5","5"
,,,,旬彩酒房助丸,901-0152,沖縄県那覇市字小禄６１０,,,,098-859-1264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/小禄","127.67405","26.19327","5","5"
,,,,かいざん／古島店,902-0061,沖縄県那覇市古島２丁目２６－９－１Ｆ,,,,098-885-0555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/古島/二丁目/２６番地","127.70618","26.23005","5","7"
,,,,あまいか,901-2203,沖縄県宜野湾市野嵩２丁目１－５－１Ｆ－１,,,,098-893-7875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/宜野湾市/野嵩/二丁目/１番","127.77800","26.28224","5","7"
,,,,糸満屋,902-0063,沖縄県那覇市三原３丁目２０－９－１Ｆ,,,,098-834-0476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/三原/三丁目/２０番","127.70398","26.21061","5","7"
,,,,糸満屋,902-0063,沖縄県那覇市三原３丁目２０－９－１Ｆ,,,,098-853-9052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/三原/三丁目/２０番","127.70398","26.21061","5","7"
,,,,まんまる商店,900-0015,沖縄県那覇市久茂地３丁目１４－１,,,,098-863-5453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/久茂地/三丁目/１４番","127.68293","26.21553","5","7"
,,,,阿蘇お食事処,900-0032,沖縄県那覇市松山１丁目６－２２,,,,098-868-7880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/松山/一丁目/６番","127.67950","26.21770","5","7"
,,,,大安丸／久茂地店,900-0015,沖縄県那覇市久茂地２丁目１３－１４－１Ｆ,,,,098-869-6687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/久茂地/二丁目/１３番","127.68170","26.21807","5","7"
,,,,海鮮ばってん,904-0115,沖縄県中頭郡北谷町美浜２丁目５－８,,,,098-921-7270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/中頭郡/北谷町/美浜/二丁目/５番地","127.75921","26.31891","5","7"
,,,,なかよし食堂,901-0614,沖縄県南城市玉城字奥武９,,,,098-948-2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/南城市/玉城/奥武/９番地","127.77085","26.12958","5","7"
,,,,居酒屋Ｋｉｔｃｈｅｎ廚,901-0303,沖縄県糸満市字兼城３３９－２－２Ｆ,,,,098-995-0358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/糸満市/兼城/３３９番地","127.66979","26.13947","5","7"
,,,,魚町屋ぶぶか,901-0305,沖縄県糸満市西崎６丁目４－６,,,,098-995-1231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/糸満市/西崎/六丁目/４番","127.67043","26.14268","5","7"
,,,,あじ処八家,907-0024,沖縄県石垣市字新川２１－１３,,,,0980-83-2193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/石垣市/新川/２１番地","124.15353","24.34412","5","7"
,,,,楽家／小禄店,901-0145,沖縄県那覇市高良３丁目２－１６,,,,098-891-8385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/高良/三丁目/２番","127.65997","26.19101","5","7"
,,,,味,900-0032,沖縄県那覇市松山１丁目３３－１－１Ｆ,,,,098-863-4123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/松山/一丁目/３３番","127.67596","26.21972","5","7"
,,,,レストラン岬,905-0207,沖縄県国頭郡本部町字備瀬５６７,,,,0980-48-3253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/国頭郡/本部町/備瀬/５６７番地","127.88062","26.70683","5","7"
,,,,あだん亭,907-0022,沖縄県石垣市字大川４３０－１Ｆ,,,,0980-83-5221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/石垣市/大川/４３０番地","124.16164","24.34549","5","7"
,,,,八重山膳符こっかーら,907-0022,沖縄県石垣市字大川８３９－１,,,,0980-88-8150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/石垣市/大川/８３９番地","124.16854","24.35231","5","7"
,,,,石松,904-2172,沖縄県沖縄市泡瀬３丁目１２－３３,,,,098-934-2552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/沖縄市/泡瀬/三丁目/１２番","127.83108","26.31351","5","7"
,,,,ぼたん屋,900-0013,沖縄県那覇市牧志１丁目１３－２－１Ｆ,,,,098-867-4387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/牧志/一丁目/１３番","127.68254","26.21736","5","7"
,,,,炭火焼居酒屋炎,902-0064,沖縄県那覇市字寄宮１５６－１Ｆ,,,,098-836-8933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/寄宮/１５６番地","127.69887","26.20506","5","7"
,,,,サムズアンカーイン宜野湾店,901-2224,沖縄県宜野湾市字真志喜６２４－１－２Ｆ,,,,098-897-5555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/宜野湾市/真志喜/６２４番地","127.73801","26.27081","5","7"
,,,,サムズバイザシー小禄バイパス店,901-0146,沖縄県那覇市具志３丁目２５－５,,,,098-857-0339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/具志/三丁目/２５番","127.65404","26.17783","5","7"
,,,,洋風居食屋食彩館,900-0006,沖縄県那覇市おもろまち３丁目７－２６,,,,098-941-7757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/おもろまち/三丁目/７番","127.69527","26.23092","5","7"
