"No.","業種検索","地域","件数","会社名","郵便番号","住所","電子メール","URL","コメント","電話番号 1","FAX番号 1","電話番号 2","FAX番号 2","電話番号 3","FAX番号 3","電話番号 4","FAX番号 4","座標X","座標Ｙ","icon","iLv","LocName","fX","fY","iConf","iLvl"
,,,,うめ田,987-0511,宮城県登米市迫町佐沼字萩洗２丁目１－１０－１Ｆ－１,,,,0220-22-3160,,,,,,,,,,,,"宮城県/登米市/迫町佐沼/萩洗二丁目/１番","141.18628","38.68721","5","7"
,,,,梅田川,983-0023,宮城県仙台市宮城野区福田町３丁目３－５,,,,022-258-9972,,,,,,,,,,,,"宮城県/仙台市/宮城野区/福田町/三丁目/３番","140.96278","38.26386","5","7"
,,,,うらら・酒房,981-0913,宮城県仙台市青葉区昭和町５－５６,,,,022-728-0373,,,,,,,,,,,,"宮城県/仙台市/青葉区/昭和町/５番","140.86842","38.28117","5","7"
,,,,うわぬま屋,986-0826,宮城県石巻市鋳銭場３－５,,,,0225-96-0699,,,,,,,,,,,,"宮城県/石巻市/鋳銭場/３番","141.30405","38.43396","5","7"
,,,,雲龍堂食事処,989-5142,宮城県栗原市金成入生田１０－１,,,,0228-42-1450,,,,,,,,,,,,"宮城県/栗原市/金成/入生田/１０番地","141.07715","38.81049","5","7"
,,,,衛藤,980-0803,宮城県仙台市青葉区国分町２丁目１２－１８,,http://www.eto-sendai.com,,022-221-9695,,,,,,,,,,,,"宮城県/仙台市/青葉区/国分町/二丁目/１２番","140.86848","38.26465","5","7"
,,,,えばーぐりーん,984-0048,宮城県仙台市若林区白萩町２３－１０,,,,022-355-8307,,,,,,,,,,,,"宮城県/仙台市/若林区/白萩町/２３番","140.90860","38.25166","5","7"
,,,,ゑびす,987-2252,宮城県栗原市築館薬師４丁目７－２６,,,,0228-22-0445,,,,,,,,,,,,"宮城県/栗原市/築館薬師/四丁目/７番","141.02150","38.73400","5","7"
,,,,えびす家,986-0862,宮城県石巻市あけぼの３丁目１－１,,http://www.fukue-food.co.jp/,,0225-92-0888,0225-92-0888,,,,,,,,,,,"宮城県/石巻市/あけぼの/三丁目/１番","141.27493","38.45298","5","7"
,,,,えん,988-0043,宮城県気仙沼市南郷２２－１３,,,,0226-23-2024,,,,,,,,,,,,"宮城県/気仙沼市/南郷/２２番","141.57318","38.89245","5","7"
,,,,エン,980-0811,宮城県仙台市青葉区一番町２丁目７－９,,,,022-265-8388,,,,,,,,,,,,"宮城県/仙台市/青葉区/一番町/二丁目/７番","140.87199","38.25803","5","7"
,,,,宴ちゃん,986-0872,宮城県石巻市田道町１丁目５－３,,,,0225-21-2070,,,,,,,,,,,,"宮城県/石巻市/田道町/一丁目/５番","141.29546","38.43531","5","7"
,,,,宴の一,989-1601,宮城県柴田郡柴田町船岡中央３丁目７－２０－２Ｆ,,,,0224-87-6777,,,,,,,,,,,,"宮城県/柴田郡/柴田町/船岡中央/三丁目/７番","140.76807","38.05510","5","7"
,,,,えんや,986-0824,宮城県石巻市立町１丁目６－１２,,,,0225-94-1339,,,,,,,,,,,,"宮城県/石巻市/立町/一丁目/６番","141.30725","38.43300","5","7"
,,,,おいしい台所１２カ月,980-0803,宮城県仙台市青葉区国分町３丁目２－１０,,,,022-712-1788,,,,,,,,,,,,"宮城県/仙台市/青葉区/国分町/三丁目/２番","140.86906","38.26612","5","7"
,,,,オイスターハウスヤマト,980-0021,宮城県仙台市青葉区中央２丁目５－１０－Ｂ１,,,,022-716-0810,,,,,,,,,,,,"宮城県/仙台市/青葉区/中央/二丁目/５番","140.87657","38.26158","5","7"
,,,,欧風おかず酒場ｉｃｈｉｎｏｉ,980-0811,宮城県仙台市青葉区一番町４丁目３－３－１Ｆ,,,,022-722-6303,,,,,,,,,,,,"宮城県/仙台市/青葉区/一番町/四丁目/３番","140.87085","38.26294","5","7"
,,,,欧風おかず酒場ｉｃｈｉｎｏｉ,980-0811,宮城県仙台市青葉区一番町４丁目３－３－１Ｆ,,,,,022-722-6304,,,,,,,,,,,"宮城県/仙台市/青葉区/一番町/四丁目/３番","140.87085","38.26294","5","7"
,,,,扇屋／石巻立町店,986-0824,宮城県石巻市立町２丁目４－３７,,http://www.o-giya.co.jp/,,0225-96-0888,,,,,,,,,,,,"宮城県/石巻市/立町/二丁目/４番","141.30569","38.43241","5","7"
,,,,扇屋／新境町店,986-0864,宮城県石巻市新境町１丁目２－３,,http://www.o-giya.co.jp/,,0225-23-8817,,,,,,,,,,,,"宮城県/石巻市/新境町/一丁目/２番","141.28824","38.44545","5","7"
,,,,大ばん,980-0021,宮城県仙台市青葉区中央１丁目７－６,,,,022-262-1747,,,,,,,,,,,,"宮城県/仙台市/青葉区/中央/一丁目/７番","140.87956","38.26224","5","7"
,,,,大ばん,980-0021,宮城県仙台市青葉区中央１丁目７－６,,http://syokuyuraku.com,,022-262-1746,,,,,,,,,,,,"宮城県/仙台市/青葉区/中央/一丁目/７番","140.87956","38.26224","5","7"
,,,,大番割烹,987-0002,宮城県遠田郡美里町字藤ケ崎町５７－１,,,,0229-32-2472,,,,,,,,,,,,"宮城県/遠田郡/美里町/藤ケ崎町/５７番地","141.06256","38.54039","5","7"
,,,,おおまさ,989-3124,宮城県仙台市青葉区上愛子字上遠野原９－６１,,,,022-392-3671,,,,,,,,,,,,"宮城県/仙台市/青葉区/上愛子/上遠野原","140.72707","38.27497","5","6"
,,,,大町へそのを,980-0804,宮城県仙台市青葉区大町２丁目６－４,,,,022-224-1456,,,,,,,,,,,,"宮城県/仙台市/青葉区/大町/二丁目/６番","140.86790","38.26023","5","7"
,,,,大町へそのを,980-0804,宮城県仙台市青葉区大町２丁目６－４,,,,,022-224-1555,,,,,,,,,,,"宮城県/仙台市/青葉区/大町/二丁目/６番","140.86790","38.26023","5","7"
,,,,おおわ田,982-0011,宮城県仙台市太白区長町６丁目２－１２,,,,022-248-1848,022-248-1848,,,,,,,,,,,"宮城県/仙台市/太白区/長町/六丁目/２番","140.88367","38.22456","5","7"
,,,,沖縄,989-0272,宮城県白石市字清水小路２３－１０,,,,0224-24-2989,,,,,,,,,,,,"宮城県/白石市/清水小路/２３番地","140.62444","38.00535","5","7"
,,,,荻福家,981-4221,宮城県加美郡加美町四日市場字中荒井２６－１,,,,0229-25-6136,,,,,,,,,,,,"宮城県/加美郡/加美町/四日市場/中荒井","140.88107","38.56023","5","6"
,,,,牡鹿半島グループ／牡鹿半島,980-0803,宮城県仙台市青葉区国分町２丁目１０－２１－２Ｆ,,,,022-261-1385,,,,,,,,,,,,"宮城県/仙台市/青葉区/国分町/二丁目/１０番","140.86981","38.26398","5","7"
,,,,牡鹿半島グループ／おしか半島国分町店,980-0803,宮城県仙台市青葉区国分町２丁目１０－２１－１Ｆ,,,,022-262-3630,,,,,,,,,,,,"宮城県/仙台市/青葉区/国分町/二丁目/１０番","140.86981","38.26398","5","7"
,,,,牡鹿半島グループ／自然食彩浪漫おしか,980-0803,宮城県仙台市青葉区国分町３丁目６－１－Ｂ１Ｆ,,,,022-212-8485,,,,,,,,,,,,"宮城県/仙台市/青葉区/国分町/三丁目/６番","140.86908","38.26683","5","7"
,,,,おしゃまんべ,985-0835,宮城県多賀城市下馬２丁目４－２８,,,,022-363-6772,,,,,,,,,,,,"宮城県/多賀城市/下馬/二丁目/４番","141.01630","38.30357","5","7"
,,,,おたる,981-4261,宮城県加美郡加美町字町裏八番２,,,,0229-63-7464,,,,,,,,,,,,"宮城県/加美郡/加美町/町裏八番/２番地","140.85838","38.56602","5","7"
,,,,おだいどこはなれ仙台一番町店,980-0811,宮城県仙台市青葉区一番町４丁目２－１２,,,,022-716-6825,,,,,,,,,,,,"宮城県/仙台市/青葉区/一番町/四丁目/２番","140.87175","38.26297","5","7"
,,,,お照,987-0511,宮城県登米市迫町佐沼字西佐沼１４０－６,,,,0220-22-3663,,,,,,,,,,,,"宮城県/登米市/迫町佐沼/西佐沼/１４０番地","141.19691","38.68428","5","7"
,,,,おはし二日町,980-0802,宮城県仙台市青葉区二日町３－３０－２Ｆ,,,,022-281-8041,,,,,,,,,,,,"宮城県/仙台市/青葉区/二日町/３番","140.86728","38.26850","5","7"
,,,,おふくろちゃん,981-0904,宮城県仙台市青葉区旭ケ丘３丁目７－３,,,,022-275-2282,,,,,,,,,,,,"宮城県/仙台市/青葉区/旭ケ丘/三丁目/７番","140.88860","38.29548","5","7"
,,,,表小路,980-0803,宮城県仙台市青葉区国分町３丁目１－１８,,,,022-264-6254,,,,,,,,,,,,"宮城県/仙台市/青葉区/国分町/三丁目/１番","140.87074","38.26645","5","7"
,,,,親父の厨房,989-4103,宮城県大崎市鹿島台平渡字東銭神８－５,,,,0229-56-3686,,,,,,,,,,,,"宮城県/大崎市/鹿島台平渡/東銭神/８番地","141.09724","38.47416","5","7"
,,,,おやじ飲み喰い処（壽哲廸）,980-0014,宮城県仙台市青葉区本町２丁目１０－１８,,,,022-221-1822,022-221-1822,,,,,,,,,,,"宮城県/仙台市/青葉区/本町/二丁目/１０番","140.87700","38.26413","5","7"
,,,,オリエンタルキッチン菜や,988-0045,宮城県気仙沼市田谷１１－１,,,,0226-23-2227,,,,,,,,,,,,"宮城県/気仙沼市/田谷/１１番","141.56728","38.89413","5","7"
,,,,おりこ乃おにぎり居酒屋,980-0011,宮城県仙台市青葉区上杉１丁目４－１－１Ｆ,,,,022-212-2766,,,,,,,,,,,,"宮城県/仙台市/青葉区/上杉/一丁目/４番","140.87096","38.26955","5","7"
,,,,おりこ乃おにぎり居酒屋,980-0011,宮城県仙台市青葉区上杉１丁目４－１－１Ｆ,,,,,022-212-2767,,,,,,,,,,,"宮城県/仙台市/青葉区/上杉/一丁目/４番","140.87096","38.26955","5","7"
,,,,オリジナルダイニングかまくら仙台店,980-0021,宮城県仙台市青葉区中央３丁目６－１－８Ｆ,,http://www.rincrew.co.jp/,,022-715-2977,,,,,,,,,,,,"宮城県/仙台市/青葉区/中央/三丁目/６番","140.87912","38.25990","5","7"
,,,,おりーぶ,989-6143,宮城県大崎市古川中里５丁目１４－１９,,,,0229-22-6440,,,,,,,,,,,,"宮城県/大崎市/古川中里/五丁目/１４番","140.96292","38.56161","5","7"
,,,,オーレ・チャコールバル,980-0803,宮城県仙台市青葉区国分町２丁目１２－２０－１Ｆ,,,,022-261-5226,,,,,,,,,,,,"宮城県/仙台市/青葉区/国分町/二丁目/１２番","140.86848","38.26465","5","7"
,,,,開運丸,981-0952,宮城県仙台市青葉区中山２丁目１－１３,,,,022-277-2219,,,,,,,,,,,,"宮城県/仙台市/青葉区/中山/二丁目/１番","140.84677","38.28880","5","7"
,,,,海舟,986-2261,宮城県牡鹿郡女川町女川浜字女川３１０－１１,,,,0225-54-3888,,,,,,,,,,,,"宮城県/牡鹿郡/女川町/女川浜/女川/３１０番地","141.44637","38.44384","5","7"
,,,,海鮮居酒屋太利吉,981-8003,宮城県仙台市泉区南光台７丁目３９－２９,,,,022-251-9373,,,,,,,,,,,,"宮城県/仙台市/泉区/南光台/七丁目/３９番","140.90353","38.29846","5","7"
,,,,海鮮居酒家和み家分店,985-0863,宮城県多賀城市東田中２丁目５－２８－１Ｆ,,,,022-368-8580,,,,,,,,,,,,"宮城県/多賀城市/東田中/二丁目/５番","141.00255","38.29250","5","7"
,,,,海鮮居酒屋呑亭,981-3502,宮城県黒川郡大郷町粕川字山口１６－１,,,,022-359-5375,,,,,,,,,,,,"宮城県/黒川郡/大郷町/粕川/山口/１６番地","141.00749","38.42342","5","7"
,,,,海鮮うまかもんやはなの舞利府ペアガーデン店,981-0112,宮城県宮城郡利府町利府字新大谷地４２－３,,,,022-767-8825,,,,,,,,,,,,"宮城県/宮城郡/利府町/利府/新大谷地","140.97377","38.32706","5","6"
,,,,海鮮たくみ,989-4308,宮城県大崎市田尻沼部字新富岡４７－１,,,,0229-38-1380,,,,,,,,,,,,"宮城県/大崎市/田尻沼部/新富岡/４７番地","141.05728","38.59886","5","7"
,,,,海鮮ダイニング萩,984-0826,宮城県仙台市若林区若林２丁目６－２,,,,022-285-7601,,,,,,,,,,,,"宮城県/仙台市/若林区/若林/二丁目/６番","140.89726","38.23197","5","7"
,,,,海鮮政宗,984-0013,宮城県仙台市若林区六丁の目南町１０－１－１０２,,,,022-390-6117,,,,,,,,,,,,"宮城県/仙台市/若林区/六丁の目南町/１０番","140.94328","38.24925","5","7"
,,,,海鮮屋,980-0803,宮城県仙台市青葉区国分町２丁目１－２２－２Ｆ,,,,022-261-5559,,,,,,,,,,,,"宮城県/仙台市/青葉区/国分町/二丁目/１番","140.87019","38.26281","5","7"
,,,,街道青葉,980-0021,宮城県仙台市青葉区中央２丁目４－７－２Ｆ,,,,022-222-4280,,,,,,,,,,,,"宮城県/仙台市/青葉区/中央/二丁目/４番","140.87518","38.26133","5","7"
,,,,街道青葉,980-0021,宮城県仙台市青葉区中央２丁目４－７－２Ｆ,,,,022-222-0018,022-222-0018,,,,,,,,,,,"宮城県/仙台市/青葉区/中央/二丁目/４番","140.87518","38.26133","5","7"
,,,,貝料理専門店磯ぼし,980-0803,宮城県仙台市青葉区国分町２丁目９－３２－５Ｆ,,,,022-797-5014,,,,,,,,,,,,"宮城県/仙台市/青葉区/国分町/二丁目/９番","140.86868","38.26403","5","7"
,,,,花宴,985-0021,宮城県塩竈市尾島町２３－３,,,,022-367-7557,,,,,,,,,,,,"宮城県/塩竈市/尾島町/２３番","141.02605","38.31494","5","7"
,,,,案山子,983-0025,宮城県仙台市宮城野区福田町南１丁目２－１,,,,022-254-5768,,,,,,,,,,,,"宮城県/仙台市/宮城野区/福田町南/一丁目/２番","140.96251","38.26049","5","7"
,,,,案山子くいしんぼ,983-0834,宮城県仙台市宮城野区東仙台,,,,022-291-1873,,,,,,,,,,,,"宮城県/仙台市/宮城野区/東仙台","140.92201","38.27941","5","5"
,,,,案山子くいしんぼ,983-0834,宮城県仙台市宮城野区東仙台,,,,022-256-2802,,,,,,,,,,,,"宮城県/仙台市/宮城野区/東仙台","140.92201","38.27941","5","5"
,,,,かかし亭,985-0036,宮城県塩竈市東玉川町８－１１,,,,022-366-6387,,,,,,,,,,,,"宮城県/塩竈市/東玉川町/８番","141.01094","38.30978","5","7"
,,,,呵呵大笑,989-0243,宮城県白石市字沢目６６,,,,0224-39-3391,,,,,,,,,,,,"宮城県/白石市/沢目/６６番地","140.62619","38.00314","5","7"
,,,,かくれ家,986-0824,宮城県石巻市立町２丁目７－８－２Ｆ,,,,0225-23-9270,,,,,,,,,,,,"宮城県/石巻市/立町/二丁目/７番","141.30434","38.43330","5","7"
,,,,隠れ家ダイニングあなば,980-0803,宮城県仙台市青葉区国分町２丁目１－１１－３０１,,,,022-796-9908,,,,,,,,,,,,"宮城県/仙台市/青葉区/国分町/二丁目/１番","140.87019","38.26281","5","7"
,,,,隠れ家よいち,981-1103,宮城県仙台市太白区中田町字前沖北８５－２,,,,022-398-3764,,,,,,,,,,,,"宮城県/仙台市/太白区/中田町/前沖北/８５番地","140.89528","38.19297","5","7"
,,,,隠れん坊,981-3626,宮城県黒川郡大和町吉岡南２丁目４－６,,,,022-345-8081,,,,,,,,,,,,"宮城県/黒川郡/大和町/吉岡南/二丁目/４番","140.88133","38.44198","5","7"
,,,,花月,989-4103,宮城県大崎市鹿島台平渡字上戸下２７－２,,,,0229-56-5130,,,,,,,,,,,,"宮城県/大崎市/鹿島台平渡/上戸下/２７番地","141.09734","38.47778","5","7"
,,,,かこいや仙台駅前店,980-0021,宮城県仙台市青葉区中央３丁目６－１０－６Ｆ,,,,022-212-6355,,,,,,,,,,,,"宮城県/仙台市/青葉区/中央/三丁目/６番","140.87912","38.25990","5","7"
,,,,かじきや,985-0021,宮城県塩竈市尾島町１８－１６,,,,022-367-7382,,,,,,,,,,,,"宮城県/塩竈市/尾島町/１８番","141.02435","38.31659","5","7"
,,,,カズオの店道,980-0803,宮城県仙台市青葉区国分町２丁目４－２１,,,,022-721-0166,,,,,,,,,,,,"宮城県/仙台市/青葉区/国分町/二丁目/４番","140.86894","38.26292","5","7"
,,,,かずき,981-1505,宮城県角田市角田字大町１１－３,,,,0224-63-0178,,,,,,,,,,,,"宮城県/角田市/角田","140.76689","37.97899","5","5"
,,,,かず野居酒屋,984-0052,宮城県仙台市若林区連坊１丁目１２－２３,,,,022-295-3292,,,,,,,,,,,,"宮城県/仙台市/若林区/連坊/一丁目/１２番","140.88966","38.25196","5","7"
,,,,風のごとく,980-0803,宮城県仙台市青葉区国分町１丁目４－２１,,,,022-215-4419,,,,,,,,,,,,"宮城県/仙台市/青葉区/国分町/一丁目/４番","140.86862","38.26110","5","7"
,,,,カッツェ,986-0824,宮城県石巻市立町２丁目７－２８,,,,0225-22-5250,,,,,,,,,,,,"宮城県/石巻市/立町/二丁目/７番","141.30434","38.43330","5","7"
,,,,かっぱ天国,981-3133,宮城県仙台市泉区泉中央１丁目１７－３－Ｂ１Ｆ,,,,022-371-8228,,,,,,,,,,,,"宮城県/仙台市/泉区/泉中央/一丁目/１７番","140.87932","38.32426","5","7"
,,,,かっぱ天国,981-3133,宮城県仙台市泉区泉中央１丁目１７－３－Ｂ１Ｆ,,,,,022-371-8483,,,,,,,,,,,"宮城県/仙台市/泉区/泉中央/一丁目/１７番","140.87932","38.32426","5","7"
,,,,活魚の宿こちらマルトク漁業部,981-0213,宮城県宮城郡松島町松島字仙随３２,,,,022-342-0109,,,,,,,,,,,,"宮城県/宮城郡/松島町/松島/仙随/３２番地","141.06702","38.37088","5","7"
,,,,華月,989-1604,宮城県柴田郡柴田町船岡東３丁目１－２２,,,,0224-54-3005,,,,,,,,,,,,"宮城県/柴田郡/柴田町/船岡東/三丁目/１番","140.77193","38.05475","5","7"
,,,,家庭料理さつき,982-0011,宮城県仙台市太白区長町３丁目６－５,,,,022-746-2880,,,,,,,,,,,,"宮城県/仙台市/太白区/長町/三丁目/６番","140.88420","38.22934","5","7"
,,,,角屋愛子店,989-3124,宮城県仙台市青葉区上愛子字榎２－３,,http://www.pfcoms.co.jp/,,022-391-1850,,,,,,,,,,,,"宮城県/仙台市/青葉区/上愛子/榎/２番地","140.76097","38.26962","5","7"
,,,,かぶらや,980-0811,宮城県仙台市青葉区一番町２丁目４－８,,,,022-215-0065,,,,,,,,,,,,"宮城県/仙台市/青葉区/一番町/二丁目/４番","140.87302","38.25945","5","7"
,,,,鴎囃し居酒屋,983-0021,宮城県仙台市宮城野区田子１丁目１２－３２,,,,022-254-2529,,,,,,,,,,,,"宮城県/仙台市/宮城野区/田子/一丁目/１２番","140.96371","38.27911","5","7"
,,,,からあげ居酒屋いっぽ,984-0823,宮城県仙台市若林区遠見塚３丁目１－７－１Ｆ,,,,022-349-5094,,,,,,,,,,,,"宮城県/仙台市/若林区/遠見塚/三丁目/１番","140.91516","38.24269","5","7"
,,,,カラオケ居酒屋峠２,989-1201,宮城県柴田郡大河原町大谷字見城前１０２－３,,,,0224-53-2130,,,,,,,,,,,,"宮城県/柴田郡/大河原町/大谷/見城前/１０２番地","140.73642","38.03562","5","7"
,,,,カラオケ居酒屋わくわく,985-0021,宮城県塩竈市尾島町２２－１,,,,022-366-6076,,,,,,,,,,,,"宮城県/塩竈市/尾島町/２２番","141.02573","38.31509","5","7"
,,,,カラオケうるおいてい,989-1305,宮城県柴田郡村田町大字村田字針生前１５,,,,0224-83-1760,,,,,,,,,,,,"宮城県/柴田郡/村田町/村田/針生前/１５番地","140.72363","38.10960","5","7"
,,,,花恋,986-2135,宮城県石巻市渡波字旭ケ浦１３３－７,,,,0225-97-5578,,,,,,,,,,,,"宮城県/石巻市/渡波/旭ケ浦/１３３番地","141.36554","38.42277","5","7"
,,,,カレー・ザ・ハウスＭＩＴＡＫＡ,984-0051,宮城県仙台市若林区新寺３丁目１－５６,,,,022-293-1037,,,,,,,,,,,,"宮城県/仙台市/若林区/新寺/三丁目/１番","140.88588","38.25583","5","7"
